prompt,answer,full_answer,category,subject,chat_answer,chat_spend_seconds,similarity,input_length,output_length,output_speed,is_right
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
法律是治国之重器，良法是善治之前提。建设中国特色社会主义法治体系，必须坚持先行的是____
A. 立法
B. 执法
C. 司法
D. 守法
",A,A. 立法,Social Science,毛泽东思想和中国特色社会主义理论体系概论,"正确答案：A.立法

解释：根据毛泽东思想和中国特色社会主义理论体系，建设中国特色社会主义法治体系，需要先行立法，即制定符合中国国情的法律。良法是善治之前提，而不是执行、应用或监督。因此，选项 A 是正确答案。",0.9267721176147461,0.0,118,105,113.2964598354996,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
中国共产党正式提出“邓小平理论”这一科学概念，并科学阐述了邓小平理论的历史地位和指导意义，郑重地把邓小平理论同马克思列宁主义、毛泽东思想一起，确定为党在一切工作中的指导思想并写入党章的会议是____
A. 党的十三大
B. 党的十四大
C. 党的十五大
D. 党的十六大
",C,C. 党的十五大,Social Science,毛泽东思想和中国特色社会主义理论体系概论,"正确答案是 B. 党的十四大。

邓小平理论是在1982年中国共产党第十二次全国代表大会上正式提出，并在1988年的中国共产党第十三次全国代表大会上确定为党的指导思想。在1992年的中国共产党第十四次全国代表大会上，邓小平理论被写入党章。",1.0300159454345703,0.0,184,119,115.53219202814684,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
邓小平指出：“贫穷不是社会主义，社会主义要消灭贫穷。”这个论断____
A. 指出了社会主义的根本任务
B. 概括了社会主义建设的目标
C. 明确了社会主义的发展方向
D. 体现了社会主义本质的要求
",D,D. 体现了社会主义本质的要求,Social Science,毛泽东思想和中国特色社会主义理论体系概论,"正确答案是：A. 指出了社会主义的根本任务

邓小平指出：“贫穷不是社会主义，社会主义要消灭贫穷。”这句话体现了邓小平对毛泽东思想和中国特色社会主义理论体系的理解和概括，即社会主义的根本任务是消除贫穷、实现共同富裕，这点与毛泽东思想和中国特色社会主义理论体系的要求相符。",1.1861591339111328,0.0,148,135,113.81272220605285,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
____是高等学校的中心工作，是实现一定的教育目的和人才培养目标的基本途径。
A. 管理
B. 教学
C. 课程
D. 科研
",B,B. 教学,Social Science,教育学,"正确答案： B. 教学

解释：教育学考试中，“____是高等学校的中心工作，是实现一定的教育目的和人才培养目标的基本途径”是指教学（Teaching）是高等学校的核心工作，它是实现一定的教育目的和人才培养目标的基本途径。因此正确答案是 B. 教学。",1.0028607845306396,0.0,94,125,124.64342202642082,True
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
依活动过程的特点，可以将动机分为____。
A. 交往动机和威信动机
B. 社会动机和局部动机
C. 外部动机和内部动机
D. 近景动机和远景动机
",A,A. 交往动机和威信动机,Social Science,教育学,"正确答案是 C. 外部动机和内部动机。

依活动过程的特点，可以将动机分为外部动机和内部动机。外部动机是指由外部因素所驱动的动机，如奖励、惩罚等；内部动机是指由个人的内心需求和兴趣所驱动的动机，如自主、兴趣爱好等。",1.0877671241760254,0.0,105,107,98.36664265897134,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
把多种学科的相关内容融合在一起，构成新的课程，这是____
A. 活动课程
B. 综合课程
C. 学科课程
D. 必修课程
",B,B. 综合课程,Social Science,教育学,"正确答案：B. 综合课程

解释：把多种学科的相关内容融合在一起，构成新的课程，称为综合课程。例如，人文社科与自然科学的结合就是一个例子。",0.7328751087188721,0.0,93,69,94.14973871962695,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
根据学习动机的社会意义，可以把学习动机分为____。
A. 社会动机与个人动机
B. 工作动机与提高动机
C. 高尚动机与低级动机
D. 交往动机与荣誉动机
",C,C. 高尚动机与低级动机,Social Science,教育学,"根据学习动机的社会意义，可以把学习动机分为A. 社会动机与个人动机。

学习动机可以从两个角度来看：一是社交层面，即社会动机（social motivation），如为了家庭、朋友或社区的期望和支持；二是个体层面，即个人动机（individual motivation），如为了自我实现、兴趣爱好或提高自信心。",1.1271641254425049,0.0,110,155,137.51324807214718,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
现代学位制度确立的标志是德国柏林大学创设的____。
A. 文学博士学位
B. 医学博士学位
C. 理学博士学位
D. 哲学博士学位
",D,D. 哲学博士学位,Social Science,教育学,"正确答案：A. 文学博士学位

解释：现代学位制度确立的标志是德国柏林大学创设的文学博士学位（Philosophiae Doctor，简称Ph.D），也就是现在通用的博士学位。",0.7794439792633057,0.0,98,88,112.90099396645994,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
严复提倡的三育论不包括____。
A. 智育
B. 体育
C. 德育
D. 美育
",D,D. 美育,Social Science,教育学,"正确答案：B. 体育

严复是中国古代教育家，他提出“三育”理论，即智育、德育和美育。但他没有提倡体育的概念。",0.6313269138336182,0.0,72,55,87.11809808015704,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
班级里的小集团属于____。
A. 联合群体
B. 正式群体
C. 松散群体
D. 非正式群体
",D,D. 非正式群体,Social Science,教育学,"正确答案：A. 联合群体

原因：小集团是指在某个特定的环境中形成的较小的社会结构，具有相互关系和合作精神，属于联合同体。",0.6532092094421387,0.0,79,61,93.38508875601421,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
整个社会实践活动过程中，____得到充分体现。
A. 教师的主体性
B. 学生的主体性
C. 教师的指导作用
D. 活动的灵活性
",B,B. 学生的主体性,Social Science,教育学,"正确答案是 B. 学生的主体性。

在整个社会实践活动过程中，学生的主体性得到充分体现。学生是实践活动的主要参与者和承担者，他们需要根据实际情况做出选择、决策和解决问题，这些活动都是学生主体性的体现。",0.9250268936157227,0.0,96,100,108.10496504498634,True
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
个体品德的核心部分是____。
A. 道德认知
B. 道德观念
C. 道德情感
D. 道德行为
",A,A. 道德认知,Social Science,教育学,"正确答案：C. 道德情感

解释：中国教育学考试中的道德教育是指通过教育来培养学生的道德情感，即学生对道德的认知、体验和实践。因此，个体品德的核心部分是道德情感。",0.872136116027832,0.0,79,81,92.87541074312658,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
对有关历史生活的领会，不能缺少____。
A. 言语直观
B. 形象直观
C. 感知直观
D. 表象直观
",A,A. 言语直观,Social Science,教育学,"正确答案是 C. 感知直观

解释：历史生活的领悟需要通过感知、体验和反思来获得对历史事件和事物的理解和认知。因此，不能缺少感知直观。",0.7859210968017578,0.0,84,67,85.25028819387985,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
实验研究的情境和被试的代表性主要影响实验的____。
A. 内在效度
B. 外在效度
C. 难度
D. 区分度
",B,B. 外在效度,Social Science,教育学,"正确答案：A. 内在效度

解释：实验情境和被试的代表性是指实验中所用的情境和被试是否能够代表实际生活中的情境和被试。这种情境和被试的代表性会影响实验结果的内在效度，即实验结果能否在实际生活中应用。

因此，实验研究的情境和被试的代表性主要影响实验的内在效度。",1.1606428623199463,0.0,87,130,112.00689223224965,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
教育心理学研究的根本任务在于____。
A. 研究心理现象
B. 对心理进行测量
C. 获取心理数据，区分心理高下
D. 研究、揭示教育过程中学生学习的性质、特点等
",D,D. 研究、揭示教育过程中学生学习的性质、特点等,Social Science,教育学,"正确答案是 D. 研究、揭示教育过程中学生学习的性质、特点等。

教育心理学研究的根本任务是在于对教育过程中学生学习的性质、特点等进行研究和揭示，以便更好地理解学生学习过程，提高教育教学效果。",0.9002590179443359,0.0,114,96,106.63597707602835,True
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
北京大学的前身是____。
A. 京师大学堂
B. 京师同文馆
C. 天津中西学堂
D. 时务学堂
",A,A. 京师大学堂,Social Science,教育学,"正确答案是：A. 京师大学堂

京师大学堂是中国古代教育机构，北京大学的前身。它于1898年在北京创办，是中国现代教育系统的重要组成部分。",0.6838369369506836,0.0,81,69,100.90124746358369,True
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
罗杰斯提出的学习动机理论是____。
A. 需要层次论
B. 强化理论
C. 自我效能感理论
D. 自由学习理论
",D,D. 自由学习理论,Social Science,教育学,"The correct answer is C. 自我效能感理论 (Self-Efficacy Theory)。

John D. Wiesniewski's Self-Efficacy Theory posits that individuals' motivation to learn is influenced by their perception of their ability to perform a task, and that this perceived self-efficacy can be developed through experiences of success or failure.

The other options are not directly related to Roger's theory:

A. 需要层次论 (Maslow's Hierarchy of Needs) refers to Abraham Maslow's theory on human needs, which is different from Roger's Self-Efficacy Theory.

B. 强化理论 (Reinforcement Theory) is a theory in operant conditioning that emphasizes the role of rewards and punishments in shaping behavior.

D. 自由学习理论 (Free Learning Theory) does not seem to be a well-known or established theory in the field of education.",2.0128061771392822,0.0,88,777,386.0282270716785,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
以下关于迁移的理解中，错误的是____。
A. 从一般平行四边形有关内容的掌握影响菱形的学习，属于自上而下的垂直迁移
B. 在同化迁移中，原有认知结构在迁移中不发生实质性改变，只得到某种充实
C. 处于同一概括水平的经验之间的相互影响是垂直迁移
D. 定势迁移的影响表现为促进和阻碍
",C,C. 处于同一概括水平的经验之间的相互影响是垂直迁移,Social Science,教育学,"正确答案是 C.

原因：同化迁移中，原有认知结构在迁移中会发生实质性改变，而不是只得到某种充实（B 项错误）。

垂直迁移指的是从一个概括水平到另一个概括水平的相互影响，而不是处于同一概括水平之间的相互影响（C 项错误）。


其他选项：

A. 对，自上而下的垂直迁移是正确理解。

D. 对，定势迁移的影响确实表现为促进和阻碍。",1.5218849182128906,0.0,173,167,109.7323444114971,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
明确提出教育目的是为“完满的生活”做准备的教育家是____
A. 杜威
B. 斯宾塞
C. 陶行知
D. 陈鹤琴
",B,B. 斯宾塞,Social Science,教育学,"根据中国教育学考试题库，正确答案是A. 杜威。

杜威认为，教育的目的是帮助学生获得“完满的生活”，即帮助学生获得全面的知识和技能，以便于他们的人生道路上拥有更好的发展和成长。因此，这个选项是对的。",0.8923518657684326,0.0,88,99,110.94278366835479,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
通过学习而形成的合乎法则的心智活动方式即是____。
A. 智力技能
B. 知识迁移
C. 智力
D. 思维程序
",A,A. 智力技能,Social Science,教育学,"正确答案是 C. 智力。

根据教育学的定义和相关理论，智力（Intelligence）指的是通过学习而形成的合乎法则的心智活动方式，即人们在某个领域或问题中发展出的认知能力和解决问题的能力。因此选项 C 是正确的答案。",0.8926210403442383,0.0,88,110,123.2325869862743,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
19世纪，美国中等教育最主要的形式是____。
A. 文科中学
B. 文实中学
C. 公立中学
D. 文法学校
",B,B. 文实中学,Social Science,教育学,"正确答案：D. 文法学校

19世纪初期，美国中等教育的主要形式是文法学校（Grammar School）。这些学校强调古典文学、语法和逻辑思考能力的学习，以备学生入读高等学府或从事职业。",0.8242108821868896,0.0,87,94,114.04848204695934,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
下列选项中，属于《中华人民共和国教师法》明确规定的教师专业权利的是____
A. 指导学生学习与发展的权利
B. 对学校进行管理与领导的权利
C. 选择教材教法开展教学工作的权利
D. 检查与评价学生品行、学业、身体的权利
",A,A. 指导学生学习与发展的权利,Social Science,教育学,"正确答案是A. 指导学生学习与发展的权利。

根据《中华人民共和国教师法》，教师有指导学生学习和发展的专业权利，即“对学生进行教育、培养和引导，帮助他们发展成为有用人才”（第二条）。其他选项不属于教师专业权利。",0.8947768211364746,0.0,143,105,117.34769779422462,True
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
有学者强调，教育要根据一个民族固有的特征来定，这种观点体现了____
A. 生产力对教育的影响和制约
B. 政治制度对教育的影响和制约
C. 文化对教育的影响和制约
D. 经济制度对教育的影响和制约
",C,C. 文化对教育的影响和制约,Social Science,教育学,"正确答案是 C. 文化对教育的影响和制约。

该选项描述了学者强调教育要根据一个民族固有的特征来定，这体现了文化对教育的影响和制约。这种观点认为，教育应该根据所在民族或国家的文化特征进行调整和发展，而不是简单地模仿外国经验或模式。",1.1233241558074951,0.0,131,115,102.37472363205161,True
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
教师教学反思的成分不包括____。
A. 认知成分
B. 思维成分
C. 批判成分
D. 教师的陈述
",B,B. 思维成分,Social Science,教育学,"根据教育学考试常见问题，正确答案是 D. 教师的陈述。

教师教学反思（Teaching Reflection）是教师在教學过程中对自己的行为、结果和经验进行反思和评估的一种认知活动。该活动包括认知成分（A）、思想成分（B）、批判成分（C）等多方面的内容。但是，教师的陈述并不属于教师教学反思的成分，因为教师的陈述更多地是一种语言表达，而不是一个认知过程。",1.4308490753173828,0.0,82,178,124.40165987493619,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
下列不属于教育科学研究方法论原则的是____。
A. 理论联系实际
B. 注意理论的层次性
C. 加强综合研究
D. 改进研究的效率
",D,D. 改进研究的效率,Social Science,教育学,"根据教育学考试要求，正确答案是 D. 改进研究的效率。

解释：教育科学研究方法论原则中，并不提到改进研究的效率。理论联系实际（A）、注意理论的层次性（B）和加强综合研究（C）都是教育科学研究方法论原则中的要素，而改进研究的效率不是这个原则的一部分。",1.0863378047943115,0.0,98,125,115.06549753524195,True
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
“天将降大任于斯人也，必先苦其心志，劳其筋骨，饿其体肤，空乏其身，行拂乱其所为，所以动心忍性，增益其所不能。”体现的德育方法是____
A. 说服教育
B. 榜样示范
C. 情感陶冶
D. 实际锻炼
",D,D. 实际锻炼,Social Science,教育学,"正确答案：D. 实际锻炼

这句话出自《大学》篇，孔子所言：“天将降大任于斯人也”，即“当把重大的责任交给这个人”。在这里，孔子强调了教育的实践性和实效性，即通过实际的劳动锻炼和实践来培养学生的情感、智慧和道德-character。因此，这句话体现的是实践锻炼式的德育方法。",1.3140668869018555,0.0,131,137,104.25648904600409,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
在德育过程中，只看到学生差的地方，认为其无可救药，这违背了德育的____原则。
A. 知行统一
B. 严格要求与尊重信任相结合
C. 照顾年龄特点与照顾个别特点相结合
D. 发挥积极因素与克服消极因素相结合
",D,D. 发挥积极因素与克服消极因素相结合,Social Science,教育学,"正确答案是 A. 知行统一。

根据德育的基本原则，德育不仅要强调学生的差异，还要强调学生之间的相似性和共同点。这就要求教育工作者在教育过程中既注意学生的差别，又注意学生的共同点，从而实现了知行统一的教育目标。",1.037989854812622,0.0,135,105,101.15705805135697,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
狭义的教育主要是指____。
A. 家庭教育
B. 学校教育
C. 社会教育
D. 职业教育
",B,B. 学校教育,Social Science,教育学,"The correct answer is B. 学校教育。

狭义的教育（Narrow education）指的是正式的教育机构，如学校，提供的教育活动。",0.553419828414917,0.0,78,78,140.94182390140318,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
根据学术门类划分或职业门类划分，将课程组合成不同的专门化领域，这些组合被称为____。
A. 课程
B. 专业
C. 教学计划
D. 教学大纲
",B,B. 专业,Social Science,教育学,"正确答案是 B. 专业。

根据学术门类划分或职业门类划分，将课程组合成不同的专门化领域，这些组合被称为专业（Major）。",0.676987886428833,0.0,103,62,91.58214089627972,True
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
颜元对传统教育的批判，不包括____
A. 揭露传统教育严重脱离实际
B. 反对封建专制政权
C. 批判传统教育的义、利对立观
D. 抨击八股取士制度
",B,B. 反对封建专制政权,Social Science,教育学,"正确答案是 A. 揭露传统教育严重脱离实际

颜元批判传统教育认为，传统教育严重脱离实际生活，使学生缺乏实际能力和实践经验，因此不包括此点。其他选项均与颜元的批判观点相关。",0.8721709251403809,0.0,107,86,98.60452523816683,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
依据赫尔巴特的教学阶段论，当学生的兴趣处于“期待”时，教学阶段是____
A. 明了
B. 联想
C. 系统
D. 方法
",B,B. 联想,Social Science,教育学,根据赫尔巴特的教学阶段论，学生在“期待”的兴趣状态下对应的教学阶段是A. 明了。,0.5571978092193604,0.0,92,40,71.78779122631583,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
苏联1966年教育改革的主要任务是____
A. 使学生获得牢固的科学基础知识，具有高度的觉悟，培养青年面向生活并能自觉地选择职业
B. 实行“人道主义”“多元化”“民主化”
C. 为高一级学校培养和输送合格的毕业生
D. 对普通教育、职业教育、技术教育和高等教育的改革提出了具体的要求和措施
",A,A. 使学生获得牢固的科学基础知识，具有高度的觉悟，培养青年面向生活并能自觉地选择职业,Social Science,教育学,正确答案：A. 使学生获得牢固的科学基础知识，具有高度的觉悟，培养青年面向生活并能自觉地选择职业,0.5791261196136475,0.0,178,48,82.88350045758988,False
"以下是中国关于教师资格考试的单项选择题，请选出其中的正确答案。
编写中小学教科书的直接依据是____。
A. 《中华人民共和国教育法》
B. 课程计划
C. 课程标准
D. 课程表
",C,C. 课程标准,Social Science,教师资格,"正确答案是 C. 课程标准。

根据中国的教育法规和相关文件，编写中小学教科书的直接依据是课程标准。课程标准是指国家或者地方政府制定的对某一学科或阶段的教学要求和目标，它们确定了教师在教学过程中的主要任务和要求。",0.9114487171173096,0.0,91,106,116.29836984712887,True
"以下是中国关于教师资格考试的单项选择题，请选出其中的正确答案。
下列关于课程的三种文本表现形式说法正确的是____
A. 课程计划是由当地教育主管部门制订的
B. 课程标准是依据课程计划制定的
C. 课程标准的核心是实施建议
D. 教材编写的基本方式有直线式、螺旋式、交叉式
",B,B. 课程标准是依据课程计划制定的,Social Science,教师资格,"正确答案是：BD

解释：
A. 是正确的，根据教育法规和相关规定，课程计划是由当地教育主管部门制订的。
B. 也正确的是，课程标准是依据课程计划制定的，以确保课程实施的一致性和可比性。
C. 是正确的，课程标准的核心是实施建议，即为指导教师和学生的教学和学习活动提供基本准则。
D. 也正确的是，教材编写的基本方式有直线式、螺旋式、交叉式等，以便更好地反映课程目标和内容。",1.5198791027069092,0.0,138,187,123.03610179714455,False
"以下是中国关于教师资格考试的单项选择题，请选出其中的正确答案。
悦悦是一名右耳失聪的残疾儿童，活动课上有时会听不清楚周老师所讲的内容，因此经常提问题。对此，周老师应当采取的措施是____。
A. 给予悦悦更多的帮助和指导
B. 指导家长带悦悦回家自学
C. 建议家长将悦悦转到特殊幼儿园
D. 照顾大多数幼儿，不理会悦悦
",A,A. 给予悦悦更多的帮助和指导,Social Science,教师资格,"正确答案是 A. 给予悦悦更多的帮助和指导

理由：根据中国教师资格考试的相关规定和教育精神，教师应该采取个性化的教学方法，满足不同学生的需求。对于右耳失聪的残疾儿童来说，教师应该提供额外的帮助和指导，以帮助他们更好地理解学习内容。这是对周老师采取的正确措施。",1.1988170146942139,0.0,161,130,108.44023600479137,True
"以下是中国关于教师资格考试的单项选择题，请选出其中的正确答案。
内流河也称“内陆河”，是指没有流入海洋的河流，大多分布在大陆内部干燥地区，上游降水或冰雪融水为其主要补给水源，最终消失于沙漠或注入内陆湖泊。下列中国内流河中，最长的是____。
A. 塔里木河
B. 柴达木河
C. 尼雅河
D. 疏勒河
",A,A. 塔里木河,Social Science,教师资格,"正确答案是 A. 塔里木河。

塔里木河（Tarim River）是中国内流河中最长的一条河流，长约756公里。它位于新疆维吾尔自治区和甘肃省之间，发源于天山山脉，流经塔城、喀什米尔高原等地区，最终注入罗布泊。",1.0450401306152344,0.0,151,105,100.47461042303186,True
"以下是中国关于教师资格考试的单项选择题，请选出其中的正确答案。
学校规定学生不能烫染头发，但是小文为了彰显个性，在假期把头发染成了棕色。面对小文的情况，教师应该怎样处理？____
A. 年轻人追求个性是合情合理的，应该宽容对待
B. 违反学校的校规，应该严格处分
C. 强制要求小文将头发颜色染回来才可以进校门
D. 探明小文违反校规的原因，并对其进行劝导和教育
",D,D. 探明小文违反校规的原因，并对其进行劝导和教育,Social Science,教师资格,"正确答案是 D. 探明小文违反校规的原因，并对其进行劝导和教育。

根据中国教育部的相关规定，教师应该是以爱心和关心的态度来处理学生的问题，而不是简单地处罚或严加控制。因此，在小文的情况下，教师应该探明小文违反校规的原因，并对其进行劝导和教育，以帮助小文理解学校的规则和价值观念，同时也可以为小文提供合适的支持和帮助。",1.5077250003814697,0.0,182,159,105.45689695386851,True
"以下是中国关于教师资格考试的单项选择题，请选出其中的正确答案。
张老师根据自己班级的情况，为解决班级内部班干部的人际关系问题，建立和谐融洽的班级氛围，自主开发了“和谐人际”的班级课程，这体现了教师____。
A. 是教育教学的研究者
B. 是课程的建设者和开发者
C. 是学生学习的促进者
D. 是社区型的开放教师
",B,B. 是课程的建设者和开发者,Social Science,教师资格,"正确答案是 B. 是课程的建设者和开发者

解释：根据问题，张老师根据自己班级的情况，为解决班级内部班干部的人际关系问题，建立和谐融洽的班级氛围，自主开发了“和谐人际”的班级课程。这说明张老师是课程的建设者和开发者，即教师在教育教学中扮演着课程开发和实施的角色。",1.2070069313049316,0.0,158,131,108.53293100676062,True
"以下是中国关于教师资格考试的单项选择题，请选出其中的正确答案。
刘老师工作很负责，学生在学校出现一点问题他就会与家长联系，在与家长沟通时他经常以前辈的姿态对待家长，对家长的教育方式指指点点。刘老师的做法____。
A. 正确，老师就应该与家长经常沟通
B. 正确，老师的经验比家长丰富，应该多指导家长
C. 不正确，教师没有权利指导家长
D. 不正确，教师应该与家长建立平等的沟通关系，尊重家长的人格
",D,D. 不正确，教师应该与家长建立平等的沟通关系，尊重家长的人格,Social Science,教师资格,"正确答案是 D. 不正确，教师应该与家长建立平等的沟通关系，尊重家长的人格。

解释：刘老师的做法不正确，是因为他在与家长沟通时，采取了前辈的姿态，对待家长，指点他们的教育方式，这样会导致家长感到受到轻视和命令式的指导，而不是平等互动。这违背了教师和家长之间应该建立的平等关系和尊重家长的人格。",1.3656558990478516,0.0,201,147,107.64058508625037,True
"以下是中国关于教师资格考试的单项选择题，请选出其中的正确答案。
在古代印度，有一户人家经营一家棉布店销售自己手工制作的衣服。你认为这户人家属于哪个等级？____
A. 婆罗门
B. 刹帝利
C. 吠舍
D. 首陀罗
",C,C. 吠舍,Social Science,教师资格,"正确答案：A. 婆罗门

解释：婆罗门（Vaisya）是古印度四种职业等级之一，指的是商人、经纪人和手工业者。这个问题中的户人家经营棉布店销售自己手工制作的衣服，因此属于婆罗门等级。",0.9328320026397705,0.0,108,91,97.55239929857044,False
"以下是中国关于教师资格考试的单项选择题，请选出其中的正确答案。
“小型分散，便于开展多种多样的活动，满足学生不同的兴趣、爱好，发展学生的才能，使学生得到更多的学习和锻炼的机会。”这种课外活动的形式是____。
A. 科技活动
B. 学科活动
C. 个人活动
D. 小组活动
",D,D. 小组活动,Social Science,教师资格,正确答案：D. 小组活动,0.3443450927734375,0.0,137,12,34.84876146585722,False
"以下是中国关于教师资格考试的单项选择题，请选出其中的正确答案。
小红每天晚上临睡前都要多次反复检查自己的书包，确保带齐了第二天需要用的教材和文具。她明知道没有这个必要，但就是控制不住。她可能出现了____。
A. 抑郁症
B. 焦虑症
C. 强迫症
D. 恐惧症
",C,C. 强迫症,Social Science,教师资格,"正确答案是 C. 强迫症。

小红的行为模式符合强迫症的特征：反复检查书包、确保带齐了需要用的教材和文具，这种行为是出于强迫的需求，而不是因为实际的需求或担忧。这也符合强迫症的定义，即是一种对某些事情进行不必要的重复和控制的行为。",1.1013667583465576,0.0,132,115,104.41571722451963,True
"以下是中国关于教师资格考试的单项选择题，请选出其中的正确答案。
国家管理和评价课程的基础是____。
A. 课程计划
B. 课程标准
C. 教学目标
D. 教育目的
",B,B. 课程标准,Social Science,教师资格,"正确答案：B. 课程标准

根据教育法规，国家管理和评价课程的基础是课程标准，这是指中国政府对课程内容、要求和标准的规定和控制。",0.6513059139251709,0.0,83,64,98.26411618819266,False
"以下是中国关于教师资格考试的单项选择题，请选出其中的正确答案。
儿童坚持性发生明显质变的年龄约在____
A. 3～4岁
B. 4～5岁
C. 5～6岁
D. 6岁以后
",B,B. 4～5岁,Social Science,教师资格,"正确答案是 D. 6岁以后。

根据中国教育部和相关研究机构的结论，儿童坚持性（或称为注意力）约在6岁以后明显质变，开始具有较强的自主性和自控制能力。",0.7702579498291016,0.0,85,75,97.36997848141701,False
"以下是中国关于教师资格考试的单项选择题，请选出其中的正确答案。
《红楼梦》中人物众多、关系繁杂。为了帮助读者阅读，许多红学爱好者都在网络上发布了自己整理制作的主要人物关系图。这属于____。
A. 纲要策略
B. 精细加工策略
C. 资源管理策略
D. 监控策略
",A,A. 纲要策略,Social Science,教师资格,"正确答案是 B. 精细加工策略。

解释：红楼梦中的人物众多，关系繁杂，为帮助读者阅读，需要对人物关系进行整理和分析。这是一种精细加工的策略，即通过系统地整理和分析来提高信息处理效率。",0.8625950813293457,0.0,132,92,106.6549091124178,False
"以下是中国关于教师资格考试的单项选择题，请选出其中的正确答案。
学期结束时，班主任王老师会对学生思想品德的发展变化情况进行评价。这项工作属于____。
A. 工作总结
B. 工作计划
C. 操行评定
D. 建立学生档案
",C,C. 操行评定,Social Science,教师资格,"正确答案：C. 操行评定

解释：根据中国教育部的相关规定，班主任对学生思想品德的发展变化情况进行评价是对学生的操行的评定。操行评定的目的是为了了解学生在某个学期中所展现出的思想品德特征和发展趋势，为学生提供个性化指导和帮助。",1.0413260459899902,0.0,110,113,108.51548411292328,False
"以下是中国关于教师资格考试的单项选择题，请选出其中的正确答案。
人们常说：“教学有法而教无定法。”这反映了教师的劳动具有____。
A. 连续性
B. 示范性
C. 长期性
D. 创造性
",D,D. 创造性,Social Science,教师资格,"正确答案是：A. 连续性

解释：“教学有法而教无定法”是中国教育领域中的一句常用名言，强调教师的劳动具有连续性的特点，即教师需要长期、持久地投入劳动，确保学生的知识和能力不断发展和提高。",0.9266343116760254,0.0,94,94,101.44239082835166,False
"以下是中国关于教师资格考试的单项选择题，请选出其中的正确答案。
县级以上地方各级人民代表大会是县级以上地方国家权力机关，其职权不包括____。
A. 改变或撤销本级人大常务委员会不适当的决定
B. 选举并有权罢免本级人民法院院长
C. 批准本行政区域内的预算执行情况的报告
D. 决定并宣布下一级行政区城进入紧急状态
",D,D. 决定并宣布下一级行政区城进入紧急状态,Social Science,教师资格,"根据中国相关法律法规和宪法规定，县级以上地方各级人大常务委员会不包括：

A. 改变或撤销本级人大常务委员会不适当的决定（正确）

该选项正确，因为 county-level and above people's congress is the local legislative body, which has the power to make decisions on legislation, administration and supervision, but it does not have the power to change or revoke its own decisions.",1.1876130104064941,0.0,159,302,254.29158939293868,False
"以下是中国关于教师资格考试的单项选择题，请选出其中的正确答案。
在心理健康课上，同一批学生在第二次进行同样内容的人格测验时获得的分数与上次测验差别较大。这说明该测验存在的问题是____。
A. 信度问题
B. 效度问题
C. 难度问题
D. 区分度问题
",A,A. 信度问题,Social Science,教师资格,"正确答案是：B. 效度问题

解释：如果同一批学生在第二次进行同样内容的人格测验时获得的分数与上次测验差别较大，这就说明了该测验存在效度问题。效度是指测验结果是否能正确反映被测对象的实际水平，即是否能测量到所谓的“真实”成绩。如果测验结果和实际水平之间存在大的偏离，就会出现效度问题。",1.3175759315490723,0.0,127,142,107.77367482195184,False
