prompt,answer,category,subject,chat_answer,chat_spend_seconds,similarity,input_length,output_length,output_speed,is_right
"以下是中国关于工商管理考试的单项选择题，请选出其中的正确答案。
利润是边际贡献和____的差额。
A. 变动成本
B. 固定成本总额
C. 销售收入
D. 成本总额
",B,Social Science,工商管理,,0.0,0.0,0,0,0.0,False
"以下是中国关于工商管理考试的单项选择题，请选出其中的正确答案。
采用权益法核算长期股权投资时，对于被投资企业因外币资本结算引起的所有者权益的增加，投资企业应按所拥有的表决权资本的比例计算应享有的份额，将其计入____。
A. 资本公积
B. 投资收益
C. 其他业务收入
D. 营业外收入
",A,Social Science,工商管理,,0.0,0.0,0,0,0.0,False
"以下是中国关于工商管理考试的单项选择题，请选出其中的正确答案。
在两个方案的选择中，由于选择一个方案而放弃另一个方案所失去的可能收益就是所选方案的____。
A. 差量成本
B. 机会成本
C. 边际成本
D. 重置成本
",B,Social Science,工商管理,,0.0,0.0,0,0,0.0,False
"以下是中国关于工商管理考试的单项选择题，请选出其中的正确答案。
某股份有限公司对期末存货采用成本与可变现净值孰低法计价，2011年12月31日A库存商品的实际成本为40万元，预计进一步加工所需费用为16万元，预计销售费用及税金为8万元。该库存商品的市场销售价格为60万元。假定该公司以前年度未计提存货跌价准备，则2011年12月31日该项存货应计提的跌价准备为____万元。
A. 0
B. 4
C. 16
D. 20
",B,Social Science,工商管理,,0.0,0.0,0,0,0.0,False
"以下是中国关于工商管理考试的单项选择题，请选出其中的正确答案。
某公司2001年4月3日以448000元的价格，不准备长期持有的A公司发行在外的普通股200000股，另支付相关税费1000元。A公司已于2001年3月31日宣告发放现金股利0.2元/股，并于5月8日支付，A公司于2002年3月31日宣告发放现金股利0.3元/股，某公司于2002年4月3日将该股票转让，则某公司转让股票时成本价为____元。
A. 408000
B. 409000
C. 448000
D. 349000
",A,Social Science,工商管理,,0.0,0.0,0,0,0.0,False
"以下是中国关于工商管理考试的单项选择题，请选出其中的正确答案。
甲企业以融资租赁方式租入乙企业的一台机械设备，则下列对该设备计提折旧的叙述中，正确的是____。
A. 甲企业对该设备不计提折旧
B. 甲企业应采用与自有资产相一致的会计政策
C. 如果能够合理确定该设备在租赁期届满时甲企业将会取得此设备的所有权，则应以该设备全新时的预计使用年限作为折旧期间
D. 该设备的折旧方法和折旧年限应按乙企业有关资产的折旧方法和折旧年限处理
",B,Social Science,工商管理,,0.0,0.0,0,0,0.0,False
"以下是中国关于工商管理考试的单项选择题，请选出其中的正确答案。
证券市场线可以用来描述市场均衡条件下单项资产或资产组合的期望收益与风险之间的关系。当投资者的风险厌恶感普遍减弱时，会导致证券市场线____。
A. 向下平行移动
B. 斜率上升
C. 斜率下降
D. 向上平行移动
",C,Social Science,工商管理,,0.0,0.0,0,0,0.0,False
"以下是中国关于工商管理考试的单项选择题，请选出其中的正确答案。
如果行业的买方集中度高，由少数几家企业控制，那么它们在价格谈判中会处于的地位是____。
A. 十分不利
B. 相对不利
C. 相对有利
D. 十分有利
",C,Social Science,工商管理,,0.0,0.0,0,0,0.0,False
"以下是中国关于工商管理考试的单项选择题，请选出其中的正确答案。
“预付账款”科目明细账中若有贷方余额，应计入资产负债表中的____项目。
A. 应收账款
B. 应付账款
C. 预收账款
D. 预付账款
",B,Social Science,工商管理,,0.0,0.0,0,0,0.0,False
"以下是中国关于工商管理考试的单项选择题，请选出其中的正确答案。
基层组织的管理者主要承担____。
A. 决策职能
B. 控制职能
C. 承上启下的职能作用
D. 协调职能
",B,Social Science,工商管理,,0.0,0.0,0,0,0.0,False
"以下是中国关于工商管理考试的单项选择题，请选出其中的正确答案。
产品组合的长度是____。
A. 产品大类的数量
B. 产品项目的数量
C. 产品大类的相关程度
D. 产品大类的序列
",B,Social Science,工商管理,,0.0,0.0,0,0,0.0,False
"以下是中国关于马克思主义基本原理考试的单项选择题，请选出其中的正确答案。
“坐地日行八万里，巡六遥看一千河”，这一著名诗句包含的哲理是____
A. 物质运动的客观性和时空的主观性的统一
B. 物质运动的无限性和时空的有限性的统一
C. 时空的无限性和有限性的统一
D. 运动的绝对性和静止的相对性的统一
",D,Social Science,马克思主义基本原理,,0.0,0.0,0,0,0.0,False
"以下是中国关于马克思主义基本原理考试的单项选择题，请选出其中的正确答案。
我党一贯倡导并长期保持的优良学风是____
A. 艰苦奋斗
B. 实事求是
C. 理论联系实际
D. 勤俭节约
",C,Social Science,马克思主义基本原理,,0.0,0.0,0,0,0.0,False
"以下是中国关于马克思主义基本原理考试的单项选择题，请选出其中的正确答案。
马克思主义哲学认为，世界在本质上是____
A. 各种实物的总和
B. 物质和精神的统一
C. 多样性的物质统一
D. 主观与客体的统一
",C,Social Science,马克思主义基本原理,,0.0,0.0,0,0,0.0,False
"以下是中国关于马克思主义基本原理考试的单项选择题，请选出其中的正确答案。
事物的质是指____
A. 构成事物内在要素的总和
B. 组成事物基本要素的内在联系
C. 一事物区别与其他事物的内在规定性
D. 事物的规模、发展程度和速度等规定性
",C,Social Science,马克思主义基本原理,,0.0,0.0,0,0,0.0,False
"以下是中国关于马克思主义基本原理考试的单项选择题，请选出其中的正确答案。
列宁对辩证唯物主义物质范畴的定义是通过____界定的
A. 物质和意识的关系
B. 个别与一般的关系
C. 哲学与具体科学的关系
D. 认识与实践的关系
",A,Social Science,马克思主义基本原理,,0.0,0.0,0,0,0.0,False
"以下是中国关于马克思主义基本原理考试的单项选择题，请选出其中的正确答案。
在马克思主义普遍原理指导下，从中国的基本国情出发，走建设有中国特色社会主义道路。这体现了____
A. 矛盾的同一性和斗争性的统一
B. 矛盾的普遍性和特殊性的统一
C. 事物发展的量变和质变的统一
D. 事物发展的前进性和曲折性的统一
",B,Social Science,马克思主义基本原理,,0.0,0.0,0,0,0.0,False
"以下是中国关于马克思主义基本原理考试的单项选择题，请选出其中的正确答案。
设想脱离物质的运动必然导致____
A. 唯心主义
B. 二元论
C. 辩证唯物主义
D. 形而上学唯物主义
",D,Social Science,马克思主义基本原理,,0.0,0.0,0,0,0.0,False
"以下是中国关于马克思主义基本原理考试的单项选择题，请选出其中的正确答案。
经济社会形态____
A. 是直接或间接以生产关系性质划分
B. 是以生产力和生产关系的统一程度划分
C. 是以如何进行产品分配划分
D. 是以生产力和技术发展水平划分
",A,Social Science,马克思主义基本原理,,0.0,0.0,0,0,0.0,False
"以下是中国关于马克思主义基本原理考试的单项选择题，请选出其中的正确答案。
“没有革命的理论，就没有事命的运动”，这句话直接体现的哲学原型是____
A. 意识有能动作用
B. 认识有能动作用
C. 科学理论对实践有巨大指导作用
D. 物质决定意识
",C,Social Science,马克思主义基本原理,,0.0,0.0,0,0,0.0,False
"以下是中国关于马克思主义基本原理考试的单项选择题，请选出其中的正确答案。
社会规律与自然规律的区别在于____
A. 自然规律是客观的，社会规律是主观的
B. 自然规律是自发起作用的，社会规律则是通过人的有意识的活动实现的
C. 自然规律是可以被认识的，社会规律则是不可捉摸的
D. 自然规律没有政治倾向，社会规律有政治倾向
",B,Social Science,马克思主义基本原理,,0.0,0.0,0,0,0.0,False
"以下是中国关于马克思主义基本原理考试的单项选择题，请选出其中的正确答案。
资产阶级所宣扬的“一般民主”的唯心史观基础是____
A. 天赋人权论
B. 抽象人性论
C. 社会契约论
D. 三权分立论
",B,Social Science,马克思主义基本原理,,0.0,0.0,0,0,0.0,False
"以下是中国关于马克思主义基本原理考试的单项选择题，请选出其中的正确答案。
我国改革开放20多年来发生了历史性的巨变，但仍然是一个发展中国家，这体现了____
A. 世界的物质统一性原理
B. 物质和意识的辩证关系原理
C. 物质运动和时空不可分割的观点
D. 运动和静止相统一的观点
",D,Social Science,马克思主义基本原理,,0.0,0.0,0,0,0.0,False
"以下是中国关于马克思主义基本原理考试的单项选择题，请选出其中的正确答案。
衡量一个人的人生价值应根据他____
A. 对社会的贡献
B. 能力大小
C. 社会地位的高低
D. 拥有的金钱财富
",A,Social Science,马克思主义基本原理,,0.0,0.0,0,0,0.0,False
"以下是中国关于马克思主义基本原理考试的单项选择题，请选出其中的正确答案。
资本主义的生产过程是____
A. 劳动过程和价值增殖过程的统一
B. 劳动过程和价值形成过程的统一
C. 价值形成过程和价值增殖过程的统一
D. 价值转移过程和价值形成过程的统一
",A,Social Science,马克思主义基本原理,,0.0,0.0,0,0,0.0,False
"以下是中国关于马克思主义基本原理考试的单项选择题，请选出其中的正确答案。
经验论是____
A. 唯心主义的
B. 唯物主义的
C. 既可是唯心主义的，也可能是唯物主义的
D. 二元论的
",C,Social Science,马克思主义基本原理,,0.0,0.0,0,0,0.0,False
"以下是中国关于马克思主义基本原理考试的单项选择题，请选出其中的正确答案。
划分唯物主义同唯心主义的唯一的标准是____
A. 世界是否可知的问题
B. 思维和存在何者第一性的问题
C. 世界是否运动变化的问题
D. 是否承认世界统一的问题
",B,Social Science,马克思主义基本原理,,0.0,0.0,0,0,0.0,False
"以下是中国关于马克思主义基本原理考试的单项选择题，请选出其中的正确答案。
真理与谬误在一定条件下可以相互转化，是因为____
A. 真理与谬误本身没有严格的界限
B. 真理与谬误的区别是主观错误造成的
C. 谬误中包含着真理的因素
D. 真理与谬误具有同一性
",D,Social Science,马克思主义基本原理,,0.0,0.0,0,0,0.0,False
"以下是中国关于马克思主义基本原理考试的单项选择题，请选出其中的正确答案。
马克思主义认识论角度来看，人类认识发展的动力在于____
A. 人类的需要
B. 人类的创造力
C. 人类的社会实践的发展
D. 人类的正确认识路线
",C,Social Science,马克思主义基本原理,,0.0,0.0,0,0,0.0,False
"以下是中国关于马克思主义基本原理考试的单项选择题，请选出其中的正确答案。
唯物主义的基本前提是____
A. 物质对意识的先在性、客观性、独立性
B. 意识对物质的派生性、可知性
C. 意识对物质的能动性
D. 意识对物质的主观性、独立性
",A,Social Science,马克思主义基本原理,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
我国人民代表大会制度组织和活动的基本原则是____
A. 人民当家作主的原则
B. 民主集中制的原则
C. 在宪法和法律范围内活动的原则
D. 公平、公正、公开的原则
",B,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
社会主义和谐社会的核心价值是____
A. 以人为本
B. 以民为本
C. 社会公平
D. 公平和正义
",D,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
21世纪前10年，我国经济体制必须解决好的历史课题是____
A. 实施科教兴国战略和可持续发展战略
B. 促进国民经济持续快速健康发展
C. 大多数国有大中型骨干企业建立现代企业制度
D. 建立比较完善的社会主义市场经济体制
",D,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
首次以“台湾回到祖国怀抱，实现统一大业”来代替“解放台湾”的提法的是____
A. 1978年12月党的十一届三中全会公报
B. 1979年元旦全国人大常委会发表《告台湾同胞书》
C. 1981年9月叶剑英对新华社记者发表的被称为“叶九条”的谈话
D. 1982年中国共产党十二大政治报告
",A,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
毛泽东思想达到成熟的标志是____
A. 新民主主义理论科学体系的形成
B. 农村包围城市革命道路理论的形成
C. 新民主主义革命基本经验的提出
D. 毛泽东军事路线的完整形成
",A,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
建设和谐文化的根本是____
A. 坚持马克思主义的指导
B. 发展科学和教育
C. 坚持社会主义核心价值体系
D. 推进文化体制改革
",C,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
构建社会主义和谐社会的重点是____
A. 坚持以马列主义、毛泽东思想、邓小平理论和“三个代表”重要思想为指导
B. 民主法制、公平正义、诚信友爱、充满活力、安定有序、人与自然和谐相处
C. 解决人民群众最关心、最直接、最现实的利益问题
D. 到2020年完全实现社会主义和谐社会
",C,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
台湾问题的本质是____
A. 中国的内政问题
B. 中国同美国的关系问题
C. 中国同日本的关系问题
D. 共产党与国民党的关系问题
",A,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
在中国共产党历史上，最早提出“马克思主义中国化”这个命题的是____
A. 李大钊
B. 陈独
C. 毛泽东
D. 张闻天
",C,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
党的十八大提出，面对资源约束趋紧、环境污染严重、生态系统退化的严峻形势，必须树立尊重自然、顺应自然、保护自然的生态文明理念。人与自然相处时应秉持的首要态度是____
A. 尊重自然
B. 顺应自然
C. 保护自然
D. 征服自然
",A,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
中国革命的特点和优点是____
A. 由中国共产党领导的人民战争
B. 目标是争取民族独立、人民解放，最终实现国家的繁荣富强
C. 以反帝反封建作为两大革命任务
D. 以武装的革命反对武装的反革命
",D,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
香港特别行政区的高度自治权的唯一来源是____
A. 中央授权
B. 香港特别行政区本身固有的
C. 《中英联合声明》
D. 中央授权之外的剩余权力
",A,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
我国实施改革的目的是____
A. 巩固社会主义制度
B. 发扬社会主义民主
C. 调动广大人民群众的积极性
D. 发展社会主义的生产力
",D,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
新民主主义革命总路线的核心是____
A. 无产阶级的领导
B. 人民大众的参与
C. 反帝反封建
D. 反官僚资本主义
",A,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
九届人大二次会议正式将“依法治国”写入宪法，这一政策的核心是____
A. 人民当家作主
B. 民主与法制的结合
C. 法治代替人治
D. 有法可依，有法必依，执法必严，违法必究
",C,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
在社会主义初级阶段，非公有制经济是____
A. 社会主义公有制经济的补充
B. 社会主义市场经济的重要组成部分
C. 具有公有性质的经济
D. 逐步向公有制过渡的经济
",B,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
过渡时期总路线的特征是____
A. 重视工业建设
B. 强调三大改造
C. 社会主义建设和社会主义改造同时并举
D. 尤其重视对资本主义工商业的改造
",C,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
毛泽东思想开始形成是在____
A. 国民革命时期
B. 土地革命战争时期
C. 解放战争时期
D. 抗日战争时期
",B,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
当今时代的主题是____
A. 战争与革命
B. 和平与发展
C. 开放与合作
D. 和谐与共赢
",B,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
正式把毛泽东思想确立为党的指导思想并首次写进党章的是____
A. 中共六大
B. 中共七大
C. 中共八大
D. 中共十二大
",B,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
毛泽东思想达到成熟的主要标志是____
A. 新民主主义革命理论的创立
B. 中国革命道路理论的提出
C. 革命军队建设和军事战略的理论的创立
D. 党的建设理论的创立
",A,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
法律是治国之重器，良法是善治之前提。建设中国特色社会主义法治体系，必须坚持先行的是____
A. 立法
B. 执法
C. 司法
D. 守法
",A,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
中国共产党正式提出“邓小平理论”这一科学概念，并科学阐述了邓小平理论的历史地位和指导意义，郑重地把邓小平理论同马克思列宁主义、毛泽东思想一起，确定为党在一切工作中的指导思想并写入党章的会议是____
A. 党的十三大
B. 党的十四大
C. 党的十五大
D. 党的十六大
",C,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于毛泽东思想和中国特色社会主义理论体系概论考试的单项选择题，请选出其中的正确答案。
邓小平指出：“贫穷不是社会主义，社会主义要消灭贫穷。”这个论断____
A. 指出了社会主义的根本任务
B. 概括了社会主义建设的目标
C. 明确了社会主义的发展方向
D. 体现了社会主义本质的要求
",D,Social Science,毛泽东思想和中国特色社会主义理论体系概论,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
____是高等学校的中心工作，是实现一定的教育目的和人才培养目标的基本途径。
A. 管理
B. 教学
C. 课程
D. 科研
",B,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
依活动过程的特点，可以将动机分为____。
A. 交往动机和威信动机
B. 社会动机和局部动机
C. 外部动机和内部动机
D. 近景动机和远景动机
",A,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
把多种学科的相关内容融合在一起，构成新的课程，这是____
A. 活动课程
B. 综合课程
C. 学科课程
D. 必修课程
",B,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
根据学习动机的社会意义，可以把学习动机分为____。
A. 社会动机与个人动机
B. 工作动机与提高动机
C. 高尚动机与低级动机
D. 交往动机与荣誉动机
",C,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
现代学位制度确立的标志是德国柏林大学创设的____。
A. 文学博士学位
B. 医学博士学位
C. 理学博士学位
D. 哲学博士学位
",D,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
严复提倡的三育论不包括____。
A. 智育
B. 体育
C. 德育
D. 美育
",D,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
班级里的小集团属于____。
A. 联合群体
B. 正式群体
C. 松散群体
D. 非正式群体
",D,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
整个社会实践活动过程中，____得到充分体现。
A. 教师的主体性
B. 学生的主体性
C. 教师的指导作用
D. 活动的灵活性
",B,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
个体品德的核心部分是____。
A. 道德认知
B. 道德观念
C. 道德情感
D. 道德行为
",A,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
对有关历史生活的领会，不能缺少____。
A. 言语直观
B. 形象直观
C. 感知直观
D. 表象直观
",A,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
实验研究的情境和被试的代表性主要影响实验的____。
A. 内在效度
B. 外在效度
C. 难度
D. 区分度
",B,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
教育心理学研究的根本任务在于____。
A. 研究心理现象
B. 对心理进行测量
C. 获取心理数据，区分心理高下
D. 研究、揭示教育过程中学生学习的性质、特点等
",D,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
北京大学的前身是____。
A. 京师大学堂
B. 京师同文馆
C. 天津中西学堂
D. 时务学堂
",A,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
罗杰斯提出的学习动机理论是____。
A. 需要层次论
B. 强化理论
C. 自我效能感理论
D. 自由学习理论
",D,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
以下关于迁移的理解中，错误的是____。
A. 从一般平行四边形有关内容的掌握影响菱形的学习，属于自上而下的垂直迁移
B. 在同化迁移中，原有认知结构在迁移中不发生实质性改变，只得到某种充实
C. 处于同一概括水平的经验之间的相互影响是垂直迁移
D. 定势迁移的影响表现为促进和阻碍
",C,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
明确提出教育目的是为“完满的生活”做准备的教育家是____
A. 杜威
B. 斯宾塞
C. 陶行知
D. 陈鹤琴
",B,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
通过学习而形成的合乎法则的心智活动方式即是____。
A. 智力技能
B. 知识迁移
C. 智力
D. 思维程序
",A,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
19世纪，美国中等教育最主要的形式是____。
A. 文科中学
B. 文实中学
C. 公立中学
D. 文法学校
",B,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
下列选项中，属于《中华人民共和国教师法》明确规定的教师专业权利的是____
A. 指导学生学习与发展的权利
B. 对学校进行管理与领导的权利
C. 选择教材教法开展教学工作的权利
D. 检查与评价学生品行、学业、身体的权利
",A,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
有学者强调，教育要根据一个民族固有的特征来定，这种观点体现了____
A. 生产力对教育的影响和制约
B. 政治制度对教育的影响和制约
C. 文化对教育的影响和制约
D. 经济制度对教育的影响和制约
",C,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
教师教学反思的成分不包括____。
A. 认知成分
B. 思维成分
C. 批判成分
D. 教师的陈述
",B,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
下列不属于教育科学研究方法论原则的是____。
A. 理论联系实际
B. 注意理论的层次性
C. 加强综合研究
D. 改进研究的效率
",D,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
“天将降大任于斯人也，必先苦其心志，劳其筋骨，饿其体肤，空乏其身，行拂乱其所为，所以动心忍性，增益其所不能。”体现的德育方法是____
A. 说服教育
B. 榜样示范
C. 情感陶冶
D. 实际锻炼
",D,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
在德育过程中，只看到学生差的地方，认为其无可救药，这违背了德育的____原则。
A. 知行统一
B. 严格要求与尊重信任相结合
C. 照顾年龄特点与照顾个别特点相结合
D. 发挥积极因素与克服消极因素相结合
",D,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
狭义的教育主要是指____。
A. 家庭教育
B. 学校教育
C. 社会教育
D. 职业教育
",B,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
根据学术门类划分或职业门类划分，将课程组合成不同的专门化领域，这些组合被称为____。
A. 课程
B. 专业
C. 教学计划
D. 教学大纲
",B,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
颜元对传统教育的批判，不包括____
A. 揭露传统教育严重脱离实际
B. 反对封建专制政权
C. 批判传统教育的义、利对立观
D. 抨击八股取士制度
",B,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
依据赫尔巴特的教学阶段论，当学生的兴趣处于“期待”时，教学阶段是____
A. 明了
B. 联想
C. 系统
D. 方法
",B,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教育学考试的单项选择题，请选出其中的正确答案。
苏联1966年教育改革的主要任务是____
A. 使学生获得牢固的科学基础知识，具有高度的觉悟，培养青年面向生活并能自觉地选择职业
B. 实行“人道主义”“多元化”“民主化”
C. 为高一级学校培养和输送合格的毕业生
D. 对普通教育、职业教育、技术教育和高等教育的改革提出了具体的要求和措施
",A,Social Science,教育学,,0.0,0.0,0,0,0.0,False
"以下是中国关于教师资格考试的单项选择题，请选出其中的正确答案。
编写中小学教科书的直接依据是____。
A. 《中华人民共和国教育法》
B. 课程计划
C. 课程标准
D. 课程表
",C,Social Science,教师资格,,0.0,0.0,0,0,0.0,False
"以下是中国关于教师资格考试的单项选择题，请选出其中的正确答案。
下列关于课程的三种文本表现形式说法正确的是____
A. 课程计划是由当地教育主管部门制订的
B. 课程标准是依据课程计划制定的
C. 课程标准的核心是实施建议
D. 教材编写的基本方式有直线式、螺旋式、交叉式
",B,Social Science,教师资格,,0.0,0.0,0,0,0.0,False
"以下是中国关于教师资格考试的单项选择题，请选出其中的正确答案。
悦悦是一名右耳失聪的残疾儿童，活动课上有时会听不清楚周老师所讲的内容，因此经常提问题。对此，周老师应当采取的措施是____。
A. 给予悦悦更多的帮助和指导
B. 指导家长带悦悦回家自学
C. 建议家长将悦悦转到特殊幼儿园
D. 照顾大多数幼儿，不理会悦悦
",A,Social Science,教师资格,,0.0,0.0,0,0,0.0,False
